[2, 2, 1, 0, 0, 2, 0, 0, 1]:-2
[2, 1, 2, 0, 1, 1, 2, 0, 0]:-2
[2, 2, 2, 0, 1, 1, 0, 0, 0]:61
[2, 1, 0, 2, 1, 1, 0, 2, 0]:-2
[2, 1, 0, 2, 1, 1, 2, 0, 0]:13
[2, 1, 2, 1, 0, 0, 0, 0, 0]:1
[2, 0, 1, 1, 1, 2, 2, 0, 0]:-2
[0, 0, 0, 0, 1, 1, 2, 0, 2]:-1
[1, 2, 1, 2, 2, 1, 0, 1, 2]:18
[2, 0, 0, 0, 0, 0, 0, 0, 0]:-4
[1, 2, 0, 2, 1, 2, 0, 0, 0]:-2
[1, 2, 2, 0, 2, 1, 0, 1, 0]:-7
[0, 1, 1, 2, 2, 0, 0, 0, 0]:-6
[2, 2, 1, 2, 0, 0, 1, 0, 1]:-2
[2, 1, 2, 0, 0, 0, 0, 0, 0]:-3
[2, 2, 1, 1, 0, 0, 2, 2, 1]:3
[1, 2, 2, 2, 0, 1, 0, 0, 0]:16
[1, 2, 2, 0, 1, 2, 1, 0, 0]:-2
[2, 2, 1, 1, 1, 0, 2, 2, 0]:-15
[2, 2, 1, 0, 1, 1, 0, 0, 2]:-2
[2, 1, 0, 2, 2, 1, 0, 0, 0]:2
[1, 2, 2, 2, 0, 1, 1, 0, 0]:-2
[2, 0, 1, 2, 1, 1, 0, 0, 2]:-2
[2, 0, 0, 0, 1, 2, 1, 0, 0]:-1
[0, 2, 2, 0, 0, 0, 1, 0, 0]:-1
[2, 2, 1, 2, 0, 1, 0, 0, 0]:-11
[2, 2, 2, 0, 1, 0, 0, 1, 0]:8
[1, 2, 1, 2, 2, 0, 0, 1, 0]:14
[2, 0, 1, 2, 2, 0, 1, 0, 1]:-2
[0, 1, 1, 2, 2, 1, 2, 0, 0]:-7
[2, 2, 0, 2, 1, 1, 1, 0, 0]:-2
[2, 0, 1, 0, 1, 0, 2, 0, 0]:-8
[1, 2, 2, 0, 0, 0, 0, 0, 0]:-1
[0, 2, 1, 2, 2, 2, 1, 1, 0]:21
[0, 2, 1, 0, 0, 0, 0, 2, 0]:-2
[2, 2, 1, 0, 1, 0, 2, 1, 0]:10
[0, 0, 1, 0, 2, 0, 0, 0, 0]:6
[2, 2, 1, 1, 1, 2, 0, 0, 0]:-2
[0, 1, 2, 2, 0, 1, 0, 0, 0]:-6
[1, 2, 2, 2, 1, 1, 0, 1, 2]:8
[1, 2, 1, 2, 1, 1, 2, 0, 2]:12
[1, 2, 1, 2, 2, 2, 1, 0, 1]:3
[2, 1, 1, 2, 2, 1, 0, 0, 0]:-2
[2, 2, 1, 0, 2, 0, 1, 0, 1]:-2
[2, 1, 1, 2, 2, 1, 1, 0, 2]:8
[2, 2, 1, 0, 0, 0, 1, 2, 0]:-2
[0, 2, 1, 0, 2, 2, 0, 1, 0]:22
[2, 1, 2, 2, 1, 0, 0, 0, 1]:-2
[2, 1, 2, 2, 2, 1, 1, 0, 1]:-3
[0, 2, 0, 2, 0, 0, 1, 0, 0]:7
[1, 2, 2, 0, 1, 0, 0, 0, 0]:-1
[2, 2, 1, 2, 1, 0, 2, 0, 1]:65
[2, 0, 1, 2, 1, 1, 2, 0, 0]:8
[2, 2, 1, 0, 1, 0, 0, 0, 0]:-4
[2, 1, 2, 1, 2, 1, 2, 0, 0]:6
[2, 2, 1, 0, 2, 0, 1, 1, 0]:-2
[2, 0, 0, 0, 2, 1, 0, 1, 0]:-1
[2, 0, 1, 2, 0, 1, 2, 0, 0]:6
[1, 2, 2, 2, 1, 0, 1, 0, 0]:-2
[2, 0, 0, 1, 0, 1, 2, 0, 0]:-1
[2, 0, 0, 0, 1, 1, 2, 0, 0]:-2
[2, 2, 0, 0, 1, 2, 1, 0, 1]:-2
[2, 2, 1, 0, 0, 0, 0, 0, 0]:-6
[2, 1, 2, 2, 2, 1, 1, 1, 0]:-3
[1, 2, 2, 2, 0, 0, 1, 0, 1]:-2
[1, 2, 2, 0, 2, 0, 0, 1, 0]:-2
[2, 2, 1, 0, 1, 0, 0, 2, 0]:-2
[2, 2, 1, 1, 2, 0, 0, 0, 1]:-2
[2, 0, 0, 1, 0, 0, 0, 0, 0]:0
[2, 2, 1, 1, 1, 0, 2, 0, 2]:-13
[2, 2, 1, 1, 0, 2, 2, 0, 1]:-7
[2, 1, 0, 2, 1, 1, 0, 0, 2]:-2
[2, 0, 2, 0, 0, 0, 1, 0, 1]:-1
[1, 2, 2, 2, 1, 1, 0, 0, 0]:-2
[2, 1, 0, 0, 0, 0, 0, 0, 0]:5
[0, 2, 1, 0, 2, 0, 0, 0, 0]:12
[1, 2, 1, 2, 1, 0, 2, 2, 0]:-3
[2, 0, 0, 2, 0, 1, 0, 0, 0]:10
[0, 2, 1, 0, 1, 0, 2, 0, 0]:-1
[1, 2, 2, 2, 1, 1, 1, 0, 2]:-3
[0, 2, 1, 2, 0, 1, 0, 0, 0]:-6
[0, 2, 1, 0, 1, 0, 0, 2, 0]:-1
[0, 2, 1, 1, 1, 2, 2, 2, 1]:-3
[2, 2, 0, 0, 0, 1, 0, 1, 0]:-1
[2, 2, 1, 2, 0, 2, 0, 1, 1]:3
[1, 2, 1, 1, 2, 2, 2, 1, 0]:6
[2, 2, 0, 0, 1, 0, 1, 0, 0]:-2
[2, 0, 1, 0, 0, 0, 0, 0, 0]:-5
[2, 2, 0, 1, 0, 0, 0, 0, 1]:-1
[1, 0, 0, 2, 1, 1, 2, 0, 2]:12
[2, 1, 1, 1, 2, 2, 1, 2, 0]:3
[2, 2, 2, 0, 0, 0, 0, 1, 1]:8
[0, 2, 2, 0, 0, 1, 0, 0, 0]:41
[2, 0, 0, 2, 0, 1, 0, 1, 0]:-1
[1, 2, 1, 2, 2, 1, 0, 0, 0]:-7
[2, 1, 1, 2, 2, 1, 2, 1, 0]:3
[2, 0, 1, 1, 2, 0, 0, 0, 0]:-1
[1, 2, 0, 0, 1, 0, 2, 0, 0]:-1
[2, 2, 1, 1, 2, 2, 0, 0, 1]:3
[0, 0, 1, 1, 2, 2, 2, 0, 1]:2
[2, 2, 2, 0, 1, 1, 0, 0, 1]:6
[0, 0, 1, 0, 2, 1, 2, 0, 0]:-6
[2, 0, 1, 1, 1, 2, 2, 2, 1]:3
[2, 0, 0, 0, 0, 0, 0, 1, 0]:0
[1, 2, 2, 2, 1, 0, 0, 0, 0]:-2
[2, 2, 1, 1, 2, 1, 2, 0, 0]:0
[2, 2, 1, 0, 0, 0, 1, 0, 0]:-4
[2, 0, 0, 0, 1, 2, 0, 0, 1]:2
[0, 0, 0, 2, 0, 1, 0, 0, 0]:-5
[0, 0, 2, 2, 1, 1, 0, 0, 0]:-1
[1, 2, 1, 1, 2, 0, 2, 0, 0]:11
[0, 2, 1, 2, 1, 0, 2, 0, 0]:-2
[1, 2, 0, 2, 2, 0, 1, 0, 0]:-2
[0, 2, 0, 2, 1, 1, 0, 0, 0]:-7
[2, 2, 1, 1, 2, 2, 2, 1, 1]:44
[2, 1, 1, 2, 2, 1, 1, 2, 2]:4
[2, 0, 1, 1, 2, 2, 1, 0, 0]:2
[2, 2, 0, 1, 2, 1, 0, 1, 0]:-2
[2, 2, 0, 0, 0, 0, 1, 0, 0]:-1
[2, 2, 1, 1, 1, 2, 2, 1, 2]:-4
[0, 0, 1, 2, 0, 1, 2, 0, 0]:-1
[0, 2, 1, 0, 1, 2, 0, 0, 0]:-1
[2, 1, 1, 0, 2, 0, 0, 0, 0]:1
[2, 2, 2, 2, 1, 1, 1, 0, 0]:21
[1, 2, 1, 2, 1, 1, 0, 2, 2]:-3
[2, 2, 1, 2, 0, 0, 0, 0, 1]:-2
[1, 2, 0, 2, 1, 1, 2, 1, 2]:6
[2, 0, 1, 2, 0, 1, 0, 0, 0]:-1
[1, 2, 1, 2, 1, 2, 0, 0, 0]:-2
[0, 0, 1, 2, 0, 1, 0, 2, 0]:-1
[1, 2, 2, 2, 0, 0, 1, 0, 0]:-2
[2, 1, 2, 2, 2, 1, 0, 1, 1]:-3
[2, 2, 1, 2, 1, 1, 2, 1, 0]:12
[2, 1, 2, 2, 1, 1, 0, 0, 0]:-7
[2, 2, 2, 1, 0, 1, 0, 0, 0]:2
[1, 2, 1, 2, 2, 0, 0, 0, 0]:8
[2, 0, 2, 2, 0, 1, 1, 0, 0]:4
[2, 1, 2, 2, 1, 1, 1, 2, 0]:-8
[2, 0, 1, 2, 0, 0, 1, 0, 0]:-4
[2, 1, 1, 2, 0, 0, 0, 0, 0]:-1
[2, 0, 1, 2, 1, 0, 0, 0, 0]:-4
[2, 0, 0, 0, 1, 0, 0, 0, 0]:-5
[2, 2, 1, 1, 1, 2, 2, 1, 0]:6
[2, 1, 0, 2, 0, 1, 0, 0, 0]:6
[2, 0, 0, 0, 2, 1, 0, 0, 1]:-1
[2, 2, 1, 2, 0, 1, 1, 2, 0]:-3
[1, 2, 1, 2, 1, 1, 2, 2, 0]:-3
[2, 0, 2, 0, 0, 1, 0, 0, 1]:2
[2, 2, 1, 0, 1, 0, 2, 0, 0]:44
[2, 1, 2, 2, 1, 0, 1, 0, 0]:-2
[0, 2, 1, 2, 0, 0, 0, 0, 0]:-3
[2, 0, 0, 0, 0, 0, 0, 0, 1]:0
[2, 2, 0, 0, 1, 0, 0, 0, 0]:32
[2, 2, 1, 0, 0, 0, 2, 0, 1]:2
[0, 2, 1, 1, 2, 0, 0, 0, 0]:-2
[2, 2, 1, 0, 2, 0, 0, 0, 1]:-2
[0, 2, 0, 2, 1, 0, 0, 0, 1]:-1
[2, 0, 2, 0, 0, 1, 0, 1, 0]:-1
[2, 1, 2, 2, 0, 1, 0, 0, 0]:-2
[2, 0, 1, 1, 1, 0, 2, 0, 2]:-7
[2, 2, 1, 2, 1, 1, 0, 0, 0]:-2
[2, 2, 2, 1, 0, 0, 0, 1, 0]:4
[0, 0, 2, 0, 0, 1, 0, 0, 0]:-5
[2, 1, 2, 0, 1, 0, 0, 0, 0]:-1
[2, 1, 1, 2, 1, 2, 2, 0, 1]:3
[2, 2, 1, 2, 2, 1, 0, 1, 0]:-3
[2, 2, 1, 1, 1, 0, 2, 2, 1]:-3
[2, 0, 1, 2, 2, 1, 1, 0, 0]:3
[2, 2, 2, 0, 1, 0, 1, 0, 0]:8
[2, 0, 1, 0, 0, 1, 2, 0, 0]:2
[2, 0, 2, 0, 1, 0, 0, 0, 1]:-1
[0, 2, 1, 1, 1, 2, 2, 2, 0]:-3
[1, 2, 2, 2, 2, 0, 1, 1, 0]:-3
[0, 0, 0, 0, 1, 1, 2, 2, 0]:-1
[2, 2, 1, 1, 0, 0, 2, 0, 0]:-6
[0, 2, 1, 2, 2, 0, 0, 1, 0]:-2
[2, 1, 2, 0, 2, 1, 0, 0, 0]:4
[0, 2, 0, 2, 1, 0, 1, 0, 0]:-1
[0, 2, 1, 0, 2, 1, 0, 0, 0]:-1
[2, 2, 0, 0, 0, 0, 0, 1, 1]:-1
[2, 2, 1, 1, 2, 2, 0, 1, 0]:33
[2, 2, 2, 0, 1, 0, 0, 0, 1]:16
[2, 2, 1, 0, 0, 1, 0, 0, 0]:-1
[2, 0, 1, 0, 0, 0, 1, 2, 0]:-3
[2, 2, 0, 1, 1, 0, 0, 0, 0]:-1
[1, 2, 2, 2, 2, 1, 1, 1, 0]:-8
[0, 2, 1, 1, 1, 2, 2, 0, 0]:-2
[2, 2, 1, 2, 0, 0, 1, 0, 0]:-4
[2, 1, 2, 2, 1, 1, 0, 2, 1]:3
[2, 2, 1, 2, 1, 0, 0, 1, 0]:2
[2, 0, 1, 0, 1, 0, 0, 0, 2]:-3
[2, 0, 1, 2, 1, 2, 0, 0, 1]:-2
[2, 2, 2, 1, 1, 0, 0, 0, 0]:2
[2, 2, 1, 0, 2, 1, 0, 1, 0]:-2
[1, 2, 1, 0, 2, 1, 2, 1, 2]:3
[1, 2, 2, 2, 1, 1, 1, 2, 0]:-3
[2, 2, 1, 0, 1, 2, 0, 0, 0]:-2
[1, 2, 1, 2, 2, 0, 1, 0, 0]:15
[1, 2, 0, 2, 0, 0, 0, 0, 0]:-1
[0, 2, 1, 2, 1, 1, 2, 0, 0]:-2
[2, 2, 0, 0, 1, 0, 0, 1, 0]:2
[2, 2, 1, 0, 2, 1, 0, 0, 0]:-2
[0, 0, 0, 2, 1, 1, 0, 0, 2]:-1
[2, 2, 1, 2, 1, 0, 0, 0, 1]:-2
[2, 2, 1, 1, 1, 2, 2, 0, 0]:5
[0, 0, 1, 1, 2, 2, 0, 0, 0]:1
[2, 2, 1, 0, 1, 2, 0, 0, 1]:-2
[0, 0, 0, 0, 2, 1, 0, 0, 0]:-5
[2, 2, 0, 0, 1, 1, 0, 0, 0]:-1
[2, 1, 2, 0, 1, 1, 0, 2, 0]:2
[2, 0, 1, 2, 0, 2, 1, 0, 1]:-2
[2, 2, 1, 1, 1, 0, 2, 0, 0]:-2
[2, 0, 0, 0, 1, 0, 1, 2, 0]:-6
[2, 2, 1, 0, 0, 0, 0, 0, 1]:-1
[1, 2, 0, 2, 0, 1, 0, 0, 0]:6
[0, 2, 1, 2, 2, 1, 0, 0, 0]:-2
[2, 0, 1, 0, 2, 0, 0, 0, 0]:-1
[1, 2, 2, 2, 2, 1, 1, 2, 1]:16
[2, 1, 1, 1, 2, 2, 0, 0, 0]:2
[2, 2, 1, 0, 2, 2, 1, 0, 1]:-3
[2, 2, 1, 0, 1, 2, 2, 1, 1]:3
[2, 0, 1, 0, 0, 2, 0, 0, 0]:-1
[0, 2, 1, 2, 1, 0, 0, 0, 2]:-2
[1, 2, 2, 2, 2, 1, 1, 0, 0]:15
[0, 2, 1, 2, 0, 1, 2, 0, 0]:-2
[2, 0, 0, 0, 1, 0, 1, 0, 2]:-1
[1, 2, 1, 2, 1, 0, 0, 2, 0]:-2
[0, 2, 0, 0, 1, 0, 0, 0, 0]:0
[2, 2, 1, 2, 1, 2, 0, 0, 1]:-3
[2, 1, 1, 2, 2, 1, 1, 2, 0]:-3
[0, 2, 1, 2, 2, 1, 2, 1, 0]:-3
[1, 2, 0, 0, 0, 0, 0, 0, 0]:5
[2, 2, 2, 0, 0, 1, 0, 1, 0]:4
[2, 0, 1, 1, 2, 2, 0, 0, 1]:-2
[0, 2, 2, 0, 1, 0, 0, 0, 1]:-1
[2, 0, 1, 0, 0, 0, 2, 0, 0]:4
[0, 2, 0, 0, 1, 1, 0, 2, 0]:-1
[2, 1, 2, 2, 0, 1, 0, 1, 0]:-2
[1, 2, 0, 0, 2, 1, 0, 0, 0]:-6
[2, 1, 2, 1, 2, 1, 2, 1, 0]:3
[2, 0, 1, 0, 2, 2, 1, 0, 1]:-2
[1, 2, 1, 2, 2, 2, 0, 1, 0]:9
[1, 2, 1, 2, 1, 0, 2, 0, 0]:-2
[0, 0, 1, 2, 0, 0, 0, 0, 0]:-5
[1, 2, 1, 2, 2, 0, 0, 0, 1]:4
[2, 0, 1, 0, 1, 2, 2, 0, 1]:6
[0, 0, 0, 2, 1, 1, 0, 2, 0]:-1
[2, 1, 2, 0, 0, 1, 0, 0, 0]:-6
[0, 0, 0, 2, 1, 1, 2, 0, 0]:8
[2, 2, 1, 1, 2, 2, 0, 1, 1]:-3
[1, 2, 2, 2, 2, 1, 2, 1, 1]:4
[0, 2, 1, 0, 2, 0, 1, 0, 0]:-1
[2, 1, 2, 2, 2, 1, 1, 2, 1]:-4
[2, 2, 1, 2, 0, 2, 1, 0, 1]:-3
[1, 2, 1, 2, 2, 1, 2, 1, 0]:-3
[0, 2, 1, 2, 1, 2, 0, 0, 0]:-2
[2, 1, 1, 0, 2, 1, 2, 0, 0]:0
[2, 0, 0, 2, 0, 1, 0, 0, 1]:-1
[0, 2, 1, 1, 0, 2, 0, 0, 0]:-1
[1, 0, 0, 2, 1, 1, 2, 2, 0]:-2
[2, 2, 1, 0, 2, 0, 1, 0, 0]:-4
[2, 0, 0, 0, 0, 1, 0, 0, 0]:-5
[0, 0, 1, 2, 1, 0, 2, 0, 0]:-1
[2, 2, 0, 2, 0, 1, 1, 0, 1]:-2
[2, 2, 1, 0, 0, 2, 1, 0, 0]:-2
[2, 2, 0, 2, 0, 1, 1, 0, 0]:-2
[2, 2, 1, 1, 2, 1, 2, 1, 0]:-3
[2, 2, 1, 1, 2, 0, 2, 0, 1]:-3
[1, 2, 2, 2, 1, 2, 1, 0, 0]:-3
[0, 2, 1, 2, 2, 1, 1, 2, 0]:6
[0, 2, 1, 2, 2, 0, 1, 0, 0]:18
[1, 2, 1, 1, 2, 1, 2, 2, 0]:31
[2, 2, 1, 0, 0, 2, 0, 1, 0]:2
[1, 2, 1, 1, 2, 2, 2, 0, 1]:-3
[2, 2, 1, 0, 0, 0, 1, 0, 2]:-2
[1, 2, 2, 2, 2, 1, 1, 1, 2]:4
[2, 2, 1, 2, 2, 0, 1, 1, 0]:-3
[2, 0, 0, 0, 0, 0, 1, 0, 0]:0
[2, 0, 1, 1, 1, 0, 2, 2, 0]:-2
[2, 0, 1, 0, 2, 1, 0, 0, 0]:-1
[2, 1, 2, 2, 2, 1, 1, 0, 0]:-3
[2, 2, 1, 0, 0, 2, 1, 0, 1]:-2
[0, 2, 1, 0, 0, 0, 0, 0, 0]:-5
[1, 2, 1, 1, 2, 2, 0, 0, 0]:-2
[2, 1, 2, 0, 0, 0, 0, 0, 1]:-1
[1, 2, 0, 2, 1, 0, 0, 0, 0]:-1
[0, 0, 1, 2, 1, 0, 0, 2, 0]:-1
[0, 2, 0, 0, 1, 1, 2, 0, 0]:-2
[2, 2, 1, 1, 2, 1, 0, 0, 0]:-11
[1, 2, 0, 0, 2, 0, 0, 0, 0]:-1
[1, 2, 2, 0, 2, 2, 1, 1, 0]:-3
[2, 2, 0, 1, 0, 0, 0, 0, 0]:3
[2, 1, 2, 2, 0, 0, 1, 0, 1]:-2
[2, 2, 1, 1, 0, 0, 2, 0, 1]:-2
[2, 2, 1, 2, 2, 0, 0, 1, 1]:-3
